Contestant_Id,Season_Number,Contestant_Name,Episode,Lip_Sync_Number,Wig_Removed,Death_Drop,Outfit_Reveal,Quality_Of_Outfit,Merle,Michelle,Santino,Ross,Carson,Do_They_Know_Words,Outfit_Reveal_1,Gender,Race,Body_Type,Type_Queen,Sewing,Dancing,Singing,Lip_Sync_Ass,Expressed_Hardship,Episode_Number,Episode_Airdate,Episode_Title,Episode_Type,Episode_Maxi_Challenge_Type,Numqueen,Sumqueen,Contestant_Entrance,Age,Hometown_City,Hometown_State,Season_Outcome,Handle_Instagram,Handle_Twitter,Numepisode,Episode_Placement,OUTCOME_LOSS,Season,Nickname,Runwaytheme,Minic,Minicw1,Minicw2,Minicw3,Bottom1,Bottom2,Bottom3,Bottom4,Bottom5,Bottom6,Lipsyncartist,Lipsyncsong,Eliminated1,Eliminated2,Notes,Airdate,Special,Finale,Numqueens,Rank,Contestant,Outcome,Eliminated,Participant,Minichalw,Penultimate,DOB,Hometown,Minicwins,Numcontests,Perc_High,Perc_Win,Perc_Winhigh,Perc_Low,Perc_Btm,Perc_Lowbtm,Num_High,Num_Win,Num_Winhigh,Num_Btm,Num_Low,Num_Lowbtm,Db_Score,Points,PPE
30,3,Alexis Mateo,7,,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,1,1,7,02/28/2011,"Face, Face, Face of Cakes",Competition,Sewing,13,21,9,30,St. Petersburg,Florida,3,miss_alexis_mateo,alexismateo79,16,BTM2,0,S03,"Face, Face, Face of Cakes",,Nude photo shoot with Deborah Anderson,Carmen Carrera,,,Alexis Mateo,Stacy Layne Matthews,,,,,Amii Stewart,Knock on Wood,Stacy Layne Matthews,,,2011-02-28,0,0,8,3,Alexis Mateo,BTM,0,1,0,0,7144,"Saint Petersburg, Florida",1,12,0.166666667,0.25,0.416666667,0.166666667,0.25,0.416666667,2,3,5,3,2,5,0,0,0
30,3,Alexis Mateo,11,,0,0,0,1,0,1,1,0,0,1,0,0,2,0,1,1,1,0,1,1,11,03/28/2011,RuPaul's Hair Extravaganza,Competition,Ball,13,21,9,30,St. Petersburg,Florida,3,miss_alexis_mateo,alexismateo79,16,BTM2,0,S03,RuPaul's Hair Extravaganza,,Beach-themed headpiece,Raja,,,Alexis Mateo,Shangela,,,,,Fantasia,Even Angels,Shangela,,,2011-03-28,0,0,5,3,Alexis Mateo,BTM,0,1,0,0,7144,"Saint Petersburg, Florida",1,12,0.166666667,0.25,0.416666667,0.166666667,0.25,0.416666667,2,3,5,3,2,5,0,0,0
30,3,Alexis Mateo,13,,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,1,1,13,04/11/2011,Make Dat Money,Competition,Ball,13,21,9,30,St. Petersburg,Florida,3,miss_alexis_mateo,alexismateo79,16,BTM2,0,S03,Make Dat Money,,Create/market a drag product,Yara Sofia,,,Alexis Mateo,Yara Sofia,,,,,Patti LaBelle,I Think About You,Yara Sofia,,,2011-04-11,0,0,4,3,Alexis Mateo,BTM,0,1,0,0,7144,"Saint Petersburg, Florida",1,12,0.166666667,0.25,0.416666667,0.166666667,0.25,0.416666667,2,3,5,3,2,5,0,0,0
30,3,Alexis Mateo,15,,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,1,1,0,1,1,15,04/25/2011,Grand Finale,Finale,,13,21,9,30,St. Petersburg,Florida,3,miss_alexis_mateo,alexismateo79,16,Eliminated,1,S03,Grand Finale,,,,,,Alexis Mateo,,,,,,RuPaul,Champion (DJ BunJoe's Olympic Mix),Alexis Mateo,,Finale. Raja wins S3.,2011-04-25,0,1,3,3,Alexis Mateo,BTM,1,1,0,0,7144,"Saint Petersburg, Florida",1,12,0.166666667,0.25,0.416666667,0.166666667,0.25,0.416666667,2,3,5,3,2,5,0,0,0
108,9,Alexis Michelle,8,,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,8,05/12/2017,RuPaul Roast,Competition,Comedy,14,101,7,33,New York,New York,5,alexislives,AlexisLives,14,BTM2,0,S09,RuPaul Roast,,Reading is Fundamental,Valentina,,,Alexis Michelle,Farrah Moan,,,,,Dolly Parton,Baby I'm Burnin',Farrah Moan,,,2017-05-12,0,0,8,5,Alexis Michelle,BTM,0,1,0,0,9055,"New York, New York",0,11,0.090909091,0.090909091,0.181818182,0.181818182,0.181818182,0.363636364,1,1,2,2,2,4,-3,-3,-0.272727273
108,9,Alexis Michelle,11,,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,11,06/02/2017,Gayest Ball Ever,Competition,Ball,14,101,7,33,New York,New York,5,alexislives,AlexisLives,14,ELIM,1,S09,Gayest Ball Ever,,Everybody Loves Puppets,Sasha Velour,,,Alexis Michelle,Peppermint,,,,,The Village People,Macho Man,Alexis Michelle,,,2017-06-02,0,0,5,5,Alexis Michelle,BTM,1,1,0,0,9055,"New York, New York",0,11,0.090909091,0.090909091,0.181818182,0.181818182,0.181818182,0.363636364,1,1,2,2,2,4,-3,-3,-0.272727273
41,4,Alisa Summers,1,,0,0,0,0,0,1,1,0,0,1,0,0,2,0,2,0,0,0,0,1,1,01/30/2012,RuPocalypse Now!,Competition,Sewing,13,34,7,23,Tampa,Florida,13,,,14,ELIM,1,S04,RuPocalypse Now!,,Photoshoot with Mike Ruiz,Jiggly Caliente,,,Alisa Summers,Jiggly Caliente,,,,,Britney Spears,Toxic,Alisa Summers,,,2012-01-30,0,0,13,13,Alisa Summers,BTM,1,1,0,0,10393,"Tampa, Florida",0,1,0,0,0,0,1,1,0,0,0,1,0,1,-2,-2,-2
52,5,Alyssa Edwards,7,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,7,03/11/2013,RuPaul Roast,Competition,Comedy,14,47,5,32,Mesquite,Texas,6,alyssaedwards_1,AlyssaEdwards_1,14,BTM2,0,S05,RuPaul Roast,,Reading is Fundamental,Alaska,,,Alyssa Edwards,Roxxxy Andrews,,,,,Willow Smith,Whip My Hair,,,Double shantay for an all-time lip sync,2013-03-11,0,0,7,6,Alyssa Edwards,BTM,0,1,0,0,7320,"Mesquite, Texas",2,9,0.111111111,0.111111111,0.222222222,0.111111111,0.333333333,0.444444444,1,1,2,3,1,4,-4,-4,-0.444444444
52,5,Alyssa Edwards,8,,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,8,03/18/2013,Scent of a Drag Queen,Competition,Commercial,14,47,5,32,Mesquite,Texas,6,alyssaedwards_1,AlyssaEdwards_1,14,BTM2,0,S05,Scent of a Drag Queen,,Whatcha Packin',Ivy Winters,,,Alyssa Edwards,Ivy Winters,,,,,Gwen Guthrie,Ain't Nothin' Goin' on But the Rent,Ivy Winters,,,2013-03-18,0,0,7,6,Alyssa Edwards,BTM,0,1,0,0,7320,"Mesquite, Texas",2,9,0.111111111,0.111111111,0.222222222,0.111111111,0.333333333,0.444444444,1,1,2,3,1,4,-4,-4,-0.444444444
66,6,April Carrión,3,,0,0,1,1,0,1,1,0,0,1,1,0,2,0,1,1,0,0,0,0,3,03/10/2014,Scream Queens,Competition,Acting,14,61,5,24,Guaynabo,Puerto Rico,11,aprilcarrion,ApriLcarrion,14,BTM2,0,S06,Scream Queens,,Create beach-themed lip sync in pairs,Milk,Adore Delano,,April Carrión,Vivacious,,,,,Selena Gomez,Shake It Up,Vivacious,,,2014-03-10,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
66,6,April Carrión,4,,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,4,03/17/2014,Shade: The Rusical,Competition,Musical,14,61,5,24,Guaynabo,Puerto Rico,11,aprilcarrion,ApriLcarrion,14,ELIM,1,S06,Shade: The Rusical,,Female or She-male?,Adore Delano,BenDeLaCreme,,April Carrión,Trinity K. Bonet,,,,,Chaka Khan,I'm Every Woman,April Carrión,,,2014-03-17,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
129,10,Aquaria,12,,0,0,0,1,0,1,0,1,1,1,0,0,0,0,2,1,1,0,1,0,12,06/14/2018,American,Competition,Music Video,14,115,14,21,Brooklyn,New York,1,ageofaquaria,aquariaofficial,14,SAFE,0,S10,American,Final Four Eleganza Extravaganza,,,,,,,,,,,RuPaul,Call Me Mother,,,I count this as a special,2018-06-14,1,,4,1,Aquaria,,,,,,13191,"Brooklyn, New York",2,11,0.090909091,0.272727273,0.363636364,0.181818182,0,0.181818182,1,3,4,0,2,2,5,5,0.454545455
129,10,Aquaria,14,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,2,1,1,0,1,0,14,06/28/2018,Grand Finale,Finale,,14,115,14,21,Brooklyn,New York,1,ageofaquaria,aquariaofficial,14,Winner,0,S10,Grand Finale,,,,,,,,,,,,"Jessie J, Ariana Grande, and Nicki Minaj",Bang Bang,,,Finale. Aquaria wins S10,2018-06-28,0,1,4,1,Aquaria,WIN,0,1,0,0,13191,"Brooklyn, New York",2,11,0.090909091,0.272727273,0.363636364,0.181818182,0,0.181818182,1,3,4,0,2,2,5,5,0.454545455
129,10,Aquaria,14,2,0,0,0,1,0,1,0,1,1,1,1,0,0,0,2,1,1,0,1,0,14,06/28/2018,Grand Finale,Finale,,14,115,14,21,Brooklyn,New York,1,ageofaquaria,aquariaofficial,14,Winner,0,S10,Grand Finale,,,,,,,,,,,,"Jessie J, Ariana Grande, and Nicki Minaj",Bang Bang,,,Finale. Aquaria wins S10,2018-06-28,0,1,4,1,Aquaria,WIN,0,1,0,0,13191,"Brooklyn, New York",2,11,0.090909091,0.272727273,0.363636364,0.181818182,0,0.181818182,1,3,4,0,2,2,5,5,0.454545455
117,10,Asia O'Hara,8,,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,8,05/10/2018,The Unauthorized Rusical,Competition,Lipsync,14,115,2,35,Dallas,Texas,4,asiaoharaland,AsiaOharaLand,14,BTM2,0,S10,The Unauthorized Rusical,,Slap Out Of It,Asia O'Hara,,,Asia O'Hara,The Vixen,,,,,Deee-Lite,Groove is in the Heart,The Vixen,,,2018-05-10,0,0,7,4,Asia O'Hara,BTM,0,1,1,0,8223,"Dallas, Texas",4,11,0.272727273,0.181818182,0.454545455,0.181818182,0.090909091,0.272727273,3,2,5,1,2,3,3,3,0.272727273
117,10,Asia O'Hara,12,,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,12,06/14/2018,American,Competition,Music Video,14,115,2,35,Dallas,Texas,4,asiaoharaland,AsiaOharaLand,14,SAFE,0,S10,American,Final Four Eleganza Extravaganza,,,,,,,,,,,RuPaul,Call Me Mother,,,I count this as a special,2018-06-14,1,,4,4,Asia O'Hara,,,,,,8223,"Dallas, Texas",4,11,0.272727273,0.181818182,0.454545455,0.181818182,0.090909091,0.272727273,3,2,5,1,2,3,3,3,0.272727273
117,10,Asia O'Hara,14,,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,14,06/28/2018,Grand Finale,Finale,,14,115,2,35,Dallas,Texas,4,asiaoharaland,AsiaOharaLand,14,Eliminated,1,S10,Grand Finale,,,,,,,,,,,,"Jessie J, Ariana Grande, and Nicki Minaj",Bang Bang,,,Finale. Aquaria wins S10,2018-06-28,0,1,4,4,Asia O'Hara,LOST1ST ROUND,0,1,0,0,8223,"Dallas, Texas",4,11,0.272727273,0.181818182,0.454545455,0.181818182,0.090909091,0.272727273,3,2,5,1,2,3,3,3,0.272727273
9,1,BeBe Zahara Benet,5,,1,0,0,1,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,1,5,03/02/2009,Drag School of Charm,Competition,Makeover,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,BTM2,0,S01,Drag School of Charm,,Exercise/endurance challenge,Rebecca Glasscock,,,Bebe Zahara Benet,Ongina,,,,,Britney Spears,Stronger,Ongina,,,2009-03-02,0,0,5,1,BeBe Zahara Benet,BTM,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
9,1,BeBe Zahara Benet,8,,0,0,0,1,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,1,8,03/23/2009,Grande Finale,Finale,,9,0,9,28,Minneapolis,Minnesota,1,bebezahara,BeBeZaharaBenet,9,Winner,0,S01,Grande Finale,,,,,,Rebecca Glasscock,,,,,,RuPaul,Cover Girl (Put the Bass in Your Walk),Rebecca Glasscock,,Finale. Bebe Zahara Benet wins S1.,2009-03-23,0,1,3,1,BeBe Zahara Benet,WIN,0,1,0,0,7749,"Minneapolis, Minnesota",0,6,0.166666667,0.333333333,0.5,0,0.166666667,0.166666667,1,2,3,1,0,1,3,3,0.5
63,6,BenDeLaCreme,7,,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,7,04/07/2014,Glamazon by Colorevolution,Competition,Commercial,14,61,2,31,Seattle,Washington,5,bendelacreme,bendelacreme,14,BTM2,0,S06,Glamazon by Colorevolution,,Design nails and hand modeling fruits,Laganja Estranja,,,BenDeLaCreme,Darienne Lake,,,,,Expose,Point of No Return,,,,2014-04-07,0,0,8,5,BenDeLaCreme,BTM,0,1,0,0,8302,"Seattle, Washington",3,10,0.4,0.2,0.6,0.1,0.2,0.3,4,2,6,2,1,3,3,3,0.3
63,6,BenDeLaCreme,11,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,11,04/28/2014,Glitter Ball,Competition,Ball,14,61,2,31,Seattle,Washington,5,bendelacreme,bendelacreme,14,ELIM,1,S06,Glitter Ball,,Everybody Loves Puppets,BenDeLaCreme,,,BenDeLaCreme,Darienne Lake,,,,,Kelly Clarkson,Stronger (What Doesn't Kill You),BenDeLaCreme,,Still don't get this one…,2014-04-28,0,0,5,5,BenDeLaCreme,BTM,0,1,1,0,8302,"Seattle, Washington",3,10,0.4,0.2,0.6,0.1,0.2,0.3,4,2,6,2,1,3,3,3,0.3
69,6,Bianca Del Rio,12,,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,1,0,1,0,0,12,05/05/2014,Sissy That Walk!,Competition,Music Video,14,61,8,36,New Orleans,Louisiana,1,thebiancadelrio,TheBiancaDelRio,14,SAFE,0,S06,Sissy That Walk!,,,,,,,,,,,,RuPaul,Sissy That Walk,Darienne Lake,,"Not much of a “bottom 2” per se, but whittling a top 4 to a top 3",2014-05-05,0,0,4,1,Bianca Del Rio,WIN,0,1,0,1,5656,"New Orleans, Louisiana",1,10,0.4,0.3,0.7,0,0,0,4,3,7,0,0,0,10,10,1
120,10,Blair St. Clair,6,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,1,0,1,0,1,6,04/26/2018,Drag Con Panel Extravaganza,Competition,Personal Branding,14,115,5,22,Indianapolis,Indiana,9,blairst.clair,BlairStClair,14,ELIM,1,S10,Drag Con Panel Extravaganza,,Identify objects by sitting on them,Asia O'Hara,,,Blair St. Clair,The Vixen,,,,,Diana Ross,I'm Coming Out,Blair St. Clair,,,2018-04-26,0,0,9,9,Blair St. Clair,BTM,1,1,0,0,12919,"Indianapolis, Indiana",1,6,0.333333333,0,0.333333333,0,0.166666667,0.166666667,2,0,2,1,0,1,0,0,0
98,8,Bob the Drag Queen,8,,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,8,04/25/2016,RuPaul Book Ball,Competition,Ball,12,89,9,29,New York,New York,1,bobthedragqueen,thatonequeen,10,BTM2,0,S08,RuPaul Look Ball,,Everybody Loves Puppets,Chi Chi DeVayne,,,Bob the Drag Queen,Derrick Barry,,,,,Sylvester,You Make Me Feel (Mighty Real),Derrick Barry,,,2016-04-25,0,0,5,1,Bob the Drag Queen,BTM,0,1,0,0,9669,"Brooklyn, New York",1,8,0,0.375,0.375,0,0.125,0.125,0,3,3,1,0,1,4,4,0.5
98,8,Bob the Drag Queen,9,,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,9,05/02/2016,The Realness,Competition,Music Video,12,89,9,29,New York,New York,1,bobthedragqueen,thatonequeen,10,SAFE,0,S08,The Realness,,,,,,,,,,,,RuPaul,The Realness,Chi Chi DeVayne,,"Not much of a “bottom 2” per se, but whittling a top 4 to a top 3",2016-05-02,0,0,4,1,Bob the Drag Queen,WIN,0,1,0,1,9669,"Brooklyn, New York",1,8,0,0.375,0.375,0,0.125,0.125,0,3,3,1,0,1,4,4,0.5
98,8,Bob the Drag Queen,10,,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,10,05/16/2016,Grand Finale,Finale,,12,89,9,29,New York,New York,1,bobthedragqueen,thatonequeen,10,Winner,0,S08,The Grand Finale,,,,,,,,,,,,,,,,Finale. Bob TDQ wins S8.,2016-05-16,0,1,3,1,Bob the Drag Queen,WIN,0,1,0,0,9669,"Brooklyn, New York",1,8,0,0.375,0.375,0,0.125,0.125,0,3,3,1,0,1,4,4,0.5
140,11,Brooke Lynn Hytes,12,,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,12,05/16/2019,Queens Everywhere,Competition,Music Video,15,129,11,32,Nashville,Tennessee,2,bhytes,bhytes1,14,BTM2,0,S11,Queens Everywhere,,,,,,Brooke Lynn Hytes,Vanessa Vanjie Mateo,,,,,Aretha Franklin,Pride: A Deeper Love,Vanessa Vanjie Mateo,,,2019-05-16,0,0,5,2,Brooke Lynn Hytes,BTM,0,1,0,0,9565,"Toronto, Ontario, Canada",3,13,0.307692308,0.230769231,0.538461539,0.076923077,0.153846154,0.230769231,4,3,7,2,1,3,5,5,0.384615385
140,11,Brooke Lynn Hytes,14,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,14,05/30/2019,Grand Finale,Finale,,15,129,11,32,Nashville,Tennessee,2,bhytes,bhytes1,14,,,S11,Grand Finale,,,,,,,,,,,,Lady Gaga,Edge of Glory,,,Finale. Yvie Oddly wins S11,2019-05-30,0,1,4,2,Brooke Lynn Hytes,LOST3RD ROUND,0,1,0,0,9565,"Toronto, Ontario, Canada",3,13,0.307692308,0.230769231,0.538461539,0.076923077,0.153846154,0.230769231,4,3,7,2,1,3,5,5,0.384615385
23,3,Carmen Carrera,9,,0,0,0,1,0,1,1,0,0,1,0,1,2,0,2,0,0,0,0,0,9,03/14/2011,"Life, Liberty & the Pursuit of Style",Competition,Personal Branding,13,21,2,25,Elmwood Park,New Jersey,5,carmen_carrera,Carmen_Carrera,16,BTM2,0,S03,"Life, Liberty & the Pursuit of Style",,Decorate bras using rhinestones,Manila Luzon,,,Yara Sofia,Carmen Carrera,,,,,Toni Basil,Mickey (Spanish Version),,,"No eliminations. Sickening, no?",2011-03-14,0,0,6,5,Carmen Carrera,BTM,0,1,0,0,9234,"Elmwood Park, New Jersey",3,10,0.1,0,0.1,0.3,0.3,0.6,1,0,1,3,3,6,-8,-8,-0.8
23,3,Carmen Carrera,10,,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,10,03/21/2011,RuPaul-a-Palooza,Competition,Singing,13,21,2,25,Elmwood Park,New Jersey,5,carmen_carrera,Carmen_Carrera,16,ELIM,1,S03,RuPaul-a-Palooza,,Ru-sical chairs,Manila Luzon,,,Shangela,Carmen Carrera,,,,,Cher,Believe,Carmen Carrera,,,2011-03-21,0,0,6,5,Carmen Carrera,BTM,1,1,0,0,9234,"Elmwood Park, New Jersey",3,10,0.1,0,0.1,0.3,0.3,0.6,1,0,1,3,3,6,-8,-8,-0.8
